name,description,url,last_month_installs,this_month_installs,installs_m_m_growth,last_month_multiple
"Vision-e: Create Maps for Salesforce Accounts, Leads and Custom Objects.",Map Salesforce Customers with Google Mapping for geolocation iOS or Android,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N30000009xXVaEAM,145,146,1,1.0
Celigo: NetSuite Integration App for Salesforce,Automate Lead-to-Cash processes between Salesforce and NetSuite,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000FR4lMUAT,12,12,0,1.0
Attendance Tracker,"Track Attendance, program, camps, schools, education, union, Non profit",https://appexchange.salesforce.com/appxListingDetail?listingId=a0N30000005uqk2EAA,6,6,0,1.0
XtremeMortgageWorX Enterprise,A CRM built by loan officers for loan officers,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B4aVnEAJ,20,20,0,1.0
zenloop – Customer Experience & NPS Platform,"Perfect customer relationships: Collect, analyze & act on customer feedback",https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000G0t59UAB,7,7,0,1.0
City Props by 4i Apps,Buy! Sell! Rent! with this one stop solution for all your property needs,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000EcrVjUAJ,10,10,0,1.0
Verifiable - Real-time Healthcare Provider Credential Verifications & Monitoring,Verified Provider Data to Power Today's Healthcare Networks,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N4V00000G2WaOUAV,9,9,0,1.0
Org Check,Let's have an app to monitor and help reducing technical debt in your org!,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N4V00000HA0X2UAL,11,11,0,1.0
Oodrive Sign,EIDAS & GDPR compliant electronic signature for Salesforce,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N4V00000HLnqLUAT,11,11,0,1.0
Authvia: Payment Enablement Solution,"Patented Text-To-Pay Technology, leading the way in conversational commerce",https://appexchange.salesforce.com/appxListingDetail?listingId=a0N4V00000HI1mpUAD,8,8,0,1.0
LinkedIn Sales Navigator for Salesforce,Harness the power of LinkedIn Sales Navigator with Salesforce,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N4V00000H8VCxUAN,19,19,0,1.0
SMS & Fax Guru - Most advanced SMS messaging & Fax for Salesforce,"Send or Receive SMS, MMS or Fax from any Salesforce object.",https://appexchange.salesforce.com/appxListingDetail?listingId=a0N4V00000G21jTUAR,14,14,0,1.0
Secure Document Generation On Demand,Securely generate and distribute documents with Inkit.,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N4V00000HhgsoUAB,6,6,0,1.0
Smart Field History Tracker,One Place To Track All Your Field History,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N4V00000DZNSUUA5,10,10,0,1.0
PayNet Direct,PayNet Credit History Report,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N4V00000G61jEUAR,6,6,0,1.0
VirtualSeller.com is an ERP and Suite of Sales Management Tools for Mercadolibre ,All you need to run your Multi-Channel Retail Business in the Cloud,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B5CLJEA3,10,10,0,1.0
Secure Email - HIPAA Complaint & HITRUST Certified Email Automation Solution,Driven by Paubox: The Ultimate Secure Emailing Solution,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N4V00000H0A2eUAF,8,8,0,1.0
Full Circle Matchmaker,"Self-configurable lead to account matching, conversion and routing to sales",https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000EODltUAH,6,6,0,1.0
Jungo SMS,Business texting made simple.,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N4V00000GmQeKUAV,13,13,0,1.0
Market Builders - MMD Integration for Institutional Asset Managers,Ability to store ALL of the S&P Money Market Directory data in Salesforce,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N300000016cRJEAY,13,13,0,1.0
"Veezla | Print & Mail - Letters, Postcards, Checks, Direct Mail (powered by Lob)","Send & track physical mail (letters, checks, postcards) like email!",https://appexchange.salesforce.com/appxListingDetail?listingId=a0N4V00000GXIqXUAX,13,13,0,1.0
Currency Manager & Updater,Manage Currencies and Schedule Automatic Rate Updates.,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N4V00000GV7BUUA1,16,16,0,1.0
FieldSpy by Sonar: Field Usage Report | Analyze & Cleanup Unused Fields.,An Intelligent Approach to Field Deletion,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N4V00000GuIM2UAN,25,26,1,1.0
Rolling IP - The Management of your Intellectual Property Portfolio,A new level to your IP portfolio management,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N4V00000H6UWhUAN,18,18,0,1.0
"Cuneiform for CRM: Data Quality, Data Profiling, Unused Fields, Fit-for-Purpose, Data Governance, Data Stewardship, Data Management, Data Cleanup, Data Migration, Org Merge, Data Reliability, Data Trends, Picklist Conversion, Bulk Data Load, Field Usage",Take control of org data quality. Know NOW if your data is fit-for-purpose.,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N4V00000IPSsZUAX,9,9,0,1.0
Opero Documents - Automatic Document Generation from your Data,"Automatically generate PDF, Word, or Google Doc from your Salesforce data.",https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B5O5UEAV,47,47,0,1.0
"signNow: eSignature, e-Signature Solution, Electronic & Digital Signature",Trusted by 28 million users from all over the world,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B5E7FEAV,22,22,0,1.0
AppShark Open SMS Pro,The Unique Messaging App for Salesforce,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N30000000q7EUEAY,17,17,0,1.0
"Proximity: Data Capture, Clienteling, Appointment booking, Mobile POS & Endless aisle, Event Management, Dashboard reporting",The retail tools you need all in one app,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B5XJKEA3,29,29,0,1.0
"Lightico | ⚡ Complete eSignature, Docs Collection, ID Verification & Payments ⚡","Lightico | Complete eSignature, Docs, ID Verification & Payments ⚡",https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000Ecx28UAB,7,7,0,1.0
"Easily review and update Salesforce permissions, save time, improve org security, reduce cost and tech debt.","Review and update Salesforce permissions, save time, improve org security.",https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000Ei6FwUAJ,17,17,0,1.0
Neon Fundraise,Track and sync all your digital fundraising data with Salesforce.,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B4Jk3EAF,10,10,0,1.0
zAgileConnect: Connector for Jira and Salesforce Integration,Fast and Deep Integration of Jira with Salesforce,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B4rwWEAR,42,43,1,1.0
MULTIPLE LEAD CONVERTER,Convert multiple leads with amazing ease!,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000EJdWcUAL,55,55,0,1.0
Super Clone (free for non-profits),"Super Easy Cloning, Copying, and Editing",https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B4mjFEAR,72,72,0,1.0
"IntelliDialer - Unlimited Talk Time, Click 2 Dial, Power Dial, Auto Call Logging",Automated Call Logging = More Conversations + Data Accuracy,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B4iSWEAZ,11,11,0,1.0
Traction Complete Hierarchies | Automatically Build & Maintain Account Hierarchies in Salesforce,Maximize revenue across your largest customers,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B5SpKEAV,24,24,0,1.0
Ecosystems,Your value made clear,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000EoN4LUAV,19,19,0,1.0
BookNow Software,Award winning all-in-one booking & management solution,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000EJbtBUAT,6,6,0,1.0
"Reputation Studio by 1440 | Customer Ratings and Reviews, Q&A, Social Comments",Decode Customer Feedback and Win Key Moments in the Customer Journey,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000EJbhMUAT,27,27,0,1.0
"Elements.cloud: Metadata Dictionary, Org Impact Dependency Analysis, Documentation",Intelligence to make the right changes. Faster.,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000EJicYUAT,64,64,0,1.0
Altify Relationship Map for Quip,Upland Altify Relationship Map Quip Live App,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000Ecsy4UAB,6,6,0,1.0
Jifflenow,World's #1 Meeting Automation Platform,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000EFpKZUA1,17,17,0,1.0
Analytics Adoption Metadata,Analytics Adoption Package,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000EJxtBUAT,11,11,0,1.0
Algoworks Opportunity Manager for Salesforce,Fresh View | Lesser Clicks | Enhanced Filters | Graphical Representation,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B56QLEAZ,16,16,0,1.0
Magic Mover for Notes And Attachments to Lightning Experience,Get ready for Lightning Experience by migrating your attachments and notes,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000EHAmyUAH,268,272,4,1.0
Altify Account Manager | Account Planning in Salesforce,Account Planning - Grow Revenue in Key Accounts,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N30000009vtxFEAQ,44,44,0,1.0
Spanning Backup for Salesforce,"Automated daily backup, fast accurate restores, enterprise-grade security.",https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B51BgEAJ,67,67,0,1.0
Propeller Development Spam Captcha for Salesforce Web-To-Lead,Get real Leads. Prevent spam Leads. Simple to use.,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B3nQREAZ,8,8,0,1.0
ServiceNow QuickConnect,Sync ServiceNow With Salesforce,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000EJSTGUA5,6,6,0,1.0
Showpad eOS® | Close more deals. Faster.,Say “Hello” to high-impact buyer interactions.,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B5SpAEAV,14,14,0,1.0
"All-in-One Layouts [Calendar, Planner, Resource, Geomap]","Powerful data visualization with Calendar, Planner, Resource and Geomap",https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000DvKxrUAF,12,12,0,1.0
Campaign Turnout Tracker,Real-time Attendance Tracker,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000E07p2EAB,8,8,0,1.0
Streamline Your Document Workflow with PandaDoc for Salesforce | Automated Document Generation and E-signature Solution,Close Deals Faster With The #1 Document Generation Solution for Salesforce,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000DvMrEUAV,76,76,0,1.0
"123FormBuilder: Forms & Surveys, dynamically connected to any Salesforce object",Create and prefill forms & surveys with our drag & drop form builder,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000DylJTEAZ,107,111,4,1.0
Cadalys Concierge™,Next-Generation Powerful and Elegant Help Center,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A000000s5HYUAY,7,7,0,1.0
CloudPerks - Exclusive Travel Deals for Salesforce Customers - Up to 80% OFF!,Save up to 80% OFF on All Travel Bookings - Salesforce Customer Exclusive!,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000EJdqSUAT,34,34,0,1.0
Salesforce for Android,Connect to your customers in a whole new way,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B4nvqEAB,10,10,0,1.0
"Blackthorn Payments - Credit Card Processing, ACH, Subscriptions, FSL","Mobile Payments w/ FSL, Credit Cards & ACH, Subscriptions w/ Stripe Billing",https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000DvMqVUAV,172,175,3,1.0
Xero Integration with Salesforce - Breadwinner for Xero,Automatically update Salesforce with live Xero Accounting data,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B4dkKEAR,109,109,0,1.0
Loopio | Response Management Solution,Response Management Software - Streamline Your RFP Process & Unleash Growth,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000E1l55UAB,6,6,0,1.0
Tenfold Advanced CTI for Service Cloud Voice BYOT & High Velocity Sales (HVS),Seamlessly integrate existing telephony with Service Cloud Voice & HVS,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000DygkBEAR,16,16,0,1.0
QuoteWerks,The way quoting should be...,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B5l3wEAB,7,7,0,1.0
Lingk Cloud Data Integration Platform,Powerful cloud data integration platform for Salesforce,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000EONyxUAH,6,6,0,1.0
Account Planning & Opportunity Management Software in Salesforce | ARPEDIO,"Complete Account Planning, Natively in Salesforce",https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B5gHyEAJ,24,25,1,1.0
GridWizard - Starter (Free),Free introduction to GridWizard,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B5ItOEAV,13,13,0,1.0
ServiceEcho - Field Service Made Simple,"Field Service Management – Scheduling, Work Orders, Invoicing & Payroll",https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B4YvKEAV,12,12,0,1.0
"RealZips: Territory Management, Maps, Zip Codes, Owner Assignment, Account Teams, Lead Routing","Territory Management, Geographic Data, Market Data, Analytics, Maps",https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B3izXEAR,36,36,0,1.0
Integrate Salesforce and Xero with SFX,Instant invoice sync from Salesforce to Xero,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000EODsjUAH,11,11,0,1.0
TeamViewer – Remote Support and Access Integration for Salesforce,Remotely connect to any devices from Salesforce or use Augmented Reality,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000EFmSYUA1,6,6,0,1.0
Lucidchart Diagrams for Quip,The diagramming app used by 99% of the Fortune 500 to communicate visually.,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000Ecs7FUAR,10,10,0,1.0
Satrang Mass Chatter Photo Utility,Upload/Remove Mass Chatter Profile/Banner Photo at once,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000Ecs4kUAB,6,6,0,1.0
Enxoo Commerce | Network Quote Automation | CPQ for Network dealers,Streamline operations with Quote-to-Cash suite built for Network dealers,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000EcqknUAB,17,17,0,1.0
Google Bot for Salesforce (Complimentary to Salesforce Chat and Messaging),"NLP based, multilingual, multi-channel Bot fully integrated with Salesforce",https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000EcqdSUAR,8,8,0,1.0
TextUs™ for Salesforce,Business-class Text Messaging for Enterprise (SMS),https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B5DstEAF,6,6,0,1.0
"Druva - Salesforce data backup, recovery & sandbox seeding",All In One Data Management Solution For Salesforce,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000EJxQHUA1,6,6,0,1.0
Salesforce for iOS,Connect to your customers in a whole new way,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B4nxSEAR,11,11,0,1.0
FieldPro,Get to know your fields better!!,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000EcsCZUAZ,27,27,0,1.0
Engageware Scheduler for Salesforce - Online Appointment Scheduling,Online Meeting & Appointment Scheduling Purpose-built for Salesforce Users,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000E1l39UAB,127,127,0,1.0
Veloce Advanced CPQ,Supercharge Salesforce CPQ,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000EcvPoUAJ,8,8,0,1.0
Appointiv - appointment scheduling app for Salesforce with calendar sync and online booking form,Revolutionize Appointment Scheduling with Appointiv,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000EMfExUAL,15,15,0,1.0
Field Dumper - Extract Data Model to Excel,"Reduce your clicks, save some time - dump your data model to Excel!",https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000EJg2hUAD,95,96,1,1.0
Dropbox Sign (fka HelloSign) | Seamless Electronic Signatures,The trusted eSignature platform for closing deals faster.,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000EFmGIUA1,27,27,0,1.0
Sales Dashboard by GSP - Enterprise+,Superb Pipeline and Sales Performance Visibility Dashboard for Enterprise+,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000ETZ1WUAX,29,30,1,1.0
iCapture - #1 Mobile Lead Capture Solution,Maximize Opportunities from Trade Shows & Events,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000CTL4OEAX,9,9,0,1.0
Approval Central for Salesforce1,Easily find and manage all of your pending approvals in Salesforce1,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B5DmREAV,16,16,0,1.0
Multi-Factor Authentication Dashboard,Monitor your multi-factor authentication (MFA) implementation,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000EFmcXUAT,13,13,0,1.0
Ambition: Coaching Orchestration and Gamification for Sales Companies,Great Teams Are Great for Business,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B5XT0EAN,117,117,0,1.0
CloudCall for Salesforce CTI - Cloud Telephony | VoIP | SMS | Analytics,"More sales, better insight and greater control | CloudCall for Salesforce",https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B41HaEAJ,217,217,0,1.0
ReferenceEdge,Unleash the power of your customer advocates!,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B41EWEAZ,70,72,2,1.0
Super Clone Pro,"Supercharged Cloning, Copying and Editing. Up to 6 Levels of Records.",https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000E1iIIUAZ,37,37,0,1.0
Import2,1-click data migration for moving your legacy data to Salesforce,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N30000009vGZUEA2,50,50,0,1.0
Copado DevOps Platform for Salesforce,CI/CD and Test Automation for Salesforce Development Teams,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B3dgGEAR,116,117,1,1.0
Campaign Monitor for Salesforce | Email Marketing & Mass Email (CM4SF),Combine the power of Campaign Monitor and Salesforce,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N30000008agC1EAI,87,89,2,1.0
Astrea Object Hierarchy,"View two level child hierarchy for any account, contact, custom object",https://appexchange.salesforce.com/appxListingDetail?listingId=a0N30000008ZK9wEAG,6,6,0,1.0
BReal Estate,Real Estate Property Management,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B3KUtEAN,22,22,0,1.0
InGenius | Computer Telephony Integration (CTI) for Service and Sales,Connects phone systems to Salesforce for sales & service team productivity,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B2tR3EAJ,76,76,0,1.0
MySalesData G-Sheets Connector for Salesforce,"Google Sheets Connector, Scheduler, Data-Loader to Salesforce, Editor",https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000ErH8oUAF,6,6,0,1.0
"Enreach for Service Cloud Voice, Contact center and Company-wide Voice Solution",Company-wide embedded voice solution with telecom and mobility,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000EJkrsUAD,8,8,0,1.0
Avalara for Sales Cloud,Tax compliance done right,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000FKAzWUAX,6,6,0,1.0
Tableau CRM Learning Adventure,"Learn Tableau CRM with fun, hands-on examples and best practices.",https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000DoLB3UAN,11,11,0,1.0
Inbox Monster Email Deliverability & IP Warming for Marketing Cloud,Land every send,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N4V00000Gk56iUAB,11,11,0,1.0
Amazon Connect CTI Adapter: CTI | Contact Center | IVR | ACD | Call Recording,Bring the Power of Intelligent CTI to Salesforce Service Cloud,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000EJH4yUAH,40,41,1,1.0
Campaign Member Status Walloper,Easily setup campaign member statuses,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000G0yVMUAZ,8,8,0,1.0
CodeScan: Static code analysis and security posture management,Continuous inspection of code quality and security for Salesforce,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N30000009xZ3WEAU,38,38,0,1.0
Time Tracking - 100% Native to Salesforce,Track Time in Salesforce - in Real Time,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000FnF37UAF,7,7,0,1.0
LeadX 360: Empower everyone to send hot leads to your Salesforce pipeline,Grow your business by empowering everyone to share high quality leads.,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000FYjwHUAT,7,7,0,1.0
App Usage Analyzer from Bounteous,Your one stop shot to monitor installed packages in Salesforce,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N4V00000DiYEbUAN,7,7,0,1.0
"CalendarAnything - Salesforce, Google or Outlook Calendar Visualization, Resource, Campaign and Event Management, Scheduling and Collaboration. Digital Experience and Mobile Ready.    ",Improve user adoption by simplifying Salesforce complexity with a calendar.,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N4V00000FNCL2UAP,157,163,6,1.0
CloudTalk: Business Calling Software | CTI  | Automations,Next Generation Business Calling Software for sales & customer support team,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000FtRTAUA3,21,21,0,1.0
Salesforce Inbox Control Panel,Empower every sales rep to be their best,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000CNj52EAD,19,19,0,1.0
Universal Timeline,Interactive universal timeline component and satisfaction aggregator,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B54hhEAB,22,22,0,1.0
"FieldBuddy a Field Service Management, Work Order solution",IMPROVE THE WAY YOU DELIVER FIELD SERVICE,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N30000008ZZkbEAG,10,10,0,1.0
neon,"connect everything, know everything, do anything.",https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000FMthUUAT,32,32,0,1.0
Riskonnect Risk Management Information System (RMIS),Risk Under One Roof,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000FYE2EUAX,10,10,0,1.0
"Korn Ferry Sell | Sales strategies that win, sales tech that makes it easy",Discover the advanced sales application that can drive your sales success.,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000G12v0UAB,9,9,0,1.0
Gong.io | The Revenue Intelligence Platform for customer facing teams,Enjoy unfiltered visibility into your customer conversations.,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000FeGgcUAF,81,81,0,1.0
Rolling Legal | Legal Case & Law Practice Management for Lawyers and Law Firms,The complete and customized solution for Law Firms & In-House Lawyers,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000FnCnRUAV,25,25,0,1.0
Test Gen | Auto Write Unit Tests & Code Coverage Generation for Salesforce,"Test Generation, Code Analysis, Apex Debugging, Object Data Creation & more",https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000G0vG4UAJ,37,38,1,1.0
Axy OKR - OKR Goal Tracking & Employee Performance Management for Salesforce,Track Objectives & Key Results. Perform 360 Reviews with all your employees,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000FeGSVUA3,6,6,0,1.0
DigitalRoute’s Usage Data Platform for Salesforce Billing,You company has usage data? You need DigitalRoute,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000FMtmaUAD,11,11,0,1.0
Transport Tracking on Salesforce | Neurored Track & Trace App | Real-time Multimodal Transportation Visibility | TMS & SCM,"Global Tracking of Vessels, Containers, Air Cargo & Trucking in Real-Time",https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000FOmZRUA1,7,7,0,1.0
"GRAX for Salesforce: Backup & Recovery, Archive, Seeding, Data Pipelines & Reuse",Data Protection from Backup & Restore to Sandbox Seeding & Reuse to Archive,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000FMtthUAD,32,32,0,1.0
"ZoomInfo SalesOS - Global Data, Sales Intelligence & Automation",It’s Our Business to Grow Yours.,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000G0vErUAJ,348,348,0,1.0
Billing & Receivables,Shrink billing cycles and speed up cash collection,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N30000005vRoLEAU,12,12,0,1.0
Own: Salesforce Data and Metadata Backup & Recovery,Enterprise Ready Data Protection,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N30000007p6RYEAY,510,524,14,1.0
DataGrail,Map personal data and automate DSRs to build trust and eliminate risk.,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000FeGT4UAN,9,9,0,1.0
Fingertip - Digital Leadership of the next generation,Improve productivity and profit with better leadership.,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B4UdAEAV,29,29,0,1.0
Ecquire,"Update and Submit new Leads, Contacts, & Accounts from anywhere",https://appexchange.salesforce.com/appxListingDetail?listingId=a0N30000005vHq6EAE,19,19,0,1.0
Reppify Leads- Rewarding Referrals,Socialize your sales channel through referrals,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N30000009xLKrEAM,7,7,0,1.0
Coveo - AI-Powered Search & Recommendations for Salesforce,"AI-Powered Search for Service, Experience, Sales, & Platform",https://appexchange.salesforce.com/appxListingDetail?listingId=a0N30000009x8GjEAI,62,62,0,1.0
snapADDY DataQuality | Capture & enrich contact data | CRM data quality,The data quality booster for your Salesforce CRM,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000Dpr8QEAR,6,6,0,1.0
Astrea Clone,Clone records in Salesforce with Related list by a simple button click.,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N30000009vgvbEAA,7,7,0,1.0
Mass Edit + Mass Update + Mass Delete,Standard and Custom Objects,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N30000003J6KcEAK,199,200,1,1.0
Leankor | Collaborative Work and Project Management Solution,Work and Project Management for Large-Scale Projects,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B3orlEAB,37,37,0,1.0
Seismic Enablement Cloud™,The 1st and only cloud-based platform designed specifically for enablement,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B3taOEAR,56,56,0,1.0
Employee Wellness,Fun & engaging wellness challenges and competitions for your company,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000FeG3KUAV,6,6,0,1.0
Equipment Tracking and Inventory Management - Keep track of assets and loan equipment using barcode and QRCode functionality.,Track equipment and inventory; a tool to optimize loan management,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N30000009vbThEAI,57,57,0,1.0
Softsquare - Round Robin Distributor,in partnership with Top Shelf CRM,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N30000009xAAXEA2,9,9,0,1.0
QuickBooks Desktop and Online Integration with Salesforce by Access QuickBooks,QuickBooks Online and Desktop Integration with Salesforce,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3A00000FMnghUAD,14,14,0,1.0
Case Split: Resolve Cases Efficiently,Separate unrelated issues into their own cases,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N30000009wffkEAA,10,10,0,1.0
Build Dynamic Forms in minutes powered by AI 🚀 100% Salesforce native,Create Dynamic Forms in minutes using clicks not code 🚀,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B4Z3JEAV,6,6,0,1.0
Klipfolio,Succeed with data.,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N3000000B3e6EEAR,8,8,0,1.0
"JustOn Billing & Invoice Management – Billing, Invoicing and Accounts Receivable","Invoicing, Subscription Billing, Recurring, Usages, IoT, Payment, Dunning",https://appexchange.salesforce.com/appxListingDetail?listingId=a0N30000005trw7EAA,65,66,1,1.0
Rollup Helper - A Declarative Roll-up Platform for Salesforce®,Roll up any information in Salesforce with clicks and not code.,https://appexchange.salesforce.com/appxListingDetail?listingId=a0N30000009i3UpEAI,472,474,2,1.0
